Brand,Model,Selling_Price,KM_Driven
Tata,Tata Indica Vista Aura 1.3 Quadrajet,135000,90000
Mahindra,Mahindra Bolero Power Plus Plus Non AC BSIV PS,500000,110000
Mahindra,Mahindra Scorpio VLX 2WD AIRBAG BSIV,550000,120000
Toyota,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,1050000,90000
Honda,Honda City i VTEC V,500000,20000
Maruti,Maruti Ritz VDi,180000,90000
Hyundai,Hyundai Santro Xing GLS,170000,50000
Honda,Honda Brio 1.2 S Option MT,484999,9000
Maruti,Maruti A-Star Vxi,150000,70000
Maruti,Maruti Alto K10 VXI Airbag,380000,25000
Hyundai,Hyundai Santro Sportz BSIV,480000,10000
Tata,Tata Indica Vista Aura 1.3 Quadrajet,135000,90000
Volkswagen,Volkswagen Polo Diesel Highline 1.2L,290000,60000
Fiat,Fiat Linea Dynamic,350000,70000
Maruti,Maruti Alto 800 LXI,110000,25000
Hyundai,Hyundai Santro LE zipPlus,70000,80000
Volkswagen,Volkswagen Vento Petrol Highline AT,300000,70000
Maruti,Maruti Alto 800 LX,180000,60000
Renault,Renault KWID RXL,300000,20000
Maruti,Maruti Baleno Delta 1.2,509000,60000
Maruti,Maruti SX4 S Cross DDiS 320 Zeta,650000,80000
Maruti,Maruti Swift VDI BSIV,450000,70000
Mahindra,Mahindra Jeep Classic,170000,2020
Mahindra,Mahindra Scorpio 2.6 Turbo 7 Str,210000,100000
Hyundai,Hyundai i20 Asta 1.4 CRDi,360000,80000
Toyota,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,495000,120000
Maruti,Maruti Alto LX,105000,100000
Hyundai,Hyundai i20 Magna,270000,60000
Ford,Ford Figo Petrol LXI,130000,110000
Honda,Honda City i DTEC S,700000,90000
Chevrolet,Chevrolet Cruze LTZ,400000,40000
Maruti,Maruti Swift ZXI ABS,250000,60000
Honda,Honda Amaze VX i-DTEC,325000,94000
Maruti,Maruti Alto LXi,69000,100000
Mahindra,Mahindra Scorpio S11 BSIV,1380000,25000
Maruti,Maruti Zen Estilo VXI BSIII,90000,90000
Mahindra,Mahindra XUV500 W6 1.99 mHawk,1000000,40000
Hyundai,Hyundai Accent GLE CNG,145000,90000
Maruti,Maruti Alto K10 LX,250000,1100
Maruti,Maruti Swift VDI,256000,70000
Tata,Tata Indica DLS,70000,120000
Maruti,Maruti Wagon R VX,50000,88500
Renault,Renault KWID RXT,240000,70000
Tata,Tata Indica Vista Aqua 1.2 Safire BSIV,97000,128000
Tata,Tata Indigo CR4,130000,120000
Maruti,Maruti Swift 1.3 VXi,199000,52536
Honda,Honda Civic 1.8 S AT,125000,70000
Hyundai,Hyundai Xcent 1.1 CRDi Base,420000,60000
Mahindra,Mahindra NuvoSport N8,525000,110000
Hyundai,Hyundai Santro Xing GLS,125000,85000
Hyundai,Hyundai Verna Transform CRDi VGT SX ABS,325000,135000
Volkswagen,Volkswagen Vento New Diesel Highline,330000,86000
Maruti,Maruti Wagon R LXI BS IV,110000,50000
Maruti,Maruti S-Presso VXI Plus,450000,1950
Maruti,Maruti Swift 1.3 VXi,85000,118400
Honda,Honda Civic 1.8 S MT,229999,70000
Hyundai,Hyundai i10 Magna,250000,60000
Ford,Ford Ecosport 1.5 DV5 MT Titanium,650000,68000
Maruti,Maruti Swift Dzire VDI,600000,46507
Toyota,Toyota Etios Liva 1.2 VX,650000,6480
Maruti,Maruti Vitara Brezza VDi,750000,32077
Toyota,Toyota Yaris G,850000,19107
Hyundai,Hyundai EON Era Plus Option,315000,18469
Maruti,Maruti Swift LXI Option,415000,28217
Maruti,Maruti Ciaz ZDi Plus,640000,72787
Maruti,Maruti Ciaz 1.4 Alpha,780000,31063
Toyota,Toyota Fortuner 4x2 AT,2595000,79641
Hyundai,Hyundai Creta 1.6 CRDi SX,850000,58692
Hyundai,Hyundai Creta 1.6 CRDi SX,900000,54784
Toyota,Toyota Corolla Altis GL MT,1150000,64156
Maruti,Maruti Esteem Lxi - BSIII,75000,54000
Volkswagen,Volkswagen Vento Diesel Comfortline,215000,97000
Maruti,Maruti SX4 ZXI AT,130000,120000
Hyundai,Hyundai Santro Magna AMT BSIV,400000,16000
Maruti,Maruti Swift Dzire AMT ZXI,550000,60000
Chevrolet,Chevrolet Beat LT,245000,52000
Maruti,Maruti Swift VDI BSIV,320000,110000
Mahindra,Mahindra TUV 300 T8 AMT,730000,60000
Ford,Ford Fusion 1.6 Duratec Petrol,120000,100000
Honda,Honda City i-VTEC VX,950000,35000
Maruti,Maruti Wagon R VXI BS IV,350000,48000
Maruti,Maruti Esteem Vxi,100000,20000
Maruti,Maruti Wagon R VXI BS IV,350000,30000
Maruti,Maruti Wagon R VXI BSIII,80000,40000
Hyundai,Hyundai Verna 1.6 VTVT,370000,60000
Hyundai,Hyundai EON D Lite Plus,160000,70000
Tata,Tata Sumo Victa EX 7/9 Str BSII,130000,120000
Chevrolet,Chevrolet Sail Hatchback 1.2 LS,250000,30000
Tata,Tata New Safari DICOR 2.2 GX 4x2 BS IV,270000,80000
BMW,BMW X1 sDrive 20d xLine,2600000,9500
Hyundai,Hyundai EON Era Plus,160000,80000
Hyundai,Hyundai EON Magna Plus,229999,80000
Mahindra,Mahindra Bolero Power Plus ZLX,750000,29000
Chevrolet,Chevrolet Optra Magnum 2.0 LS,195000,120000
Toyota,Toyota Etios Cross 1.2L G,320000,60000
Mahindra,Mahindra Scorpio S7 140 BSIV,1100000,20000
Datsun,Datsun RediGO S,270000,22000
Skoda,Skoda Fabia 1.2 MPI Ambition Plus,300000,50000
Chevrolet,Chevrolet Beat Diesel LT,200000,50000
Maruti,Maruti Zen Estilo 1.1 LXI BSIII,120000,81366
Maruti,Maruti Esteem Vxi - BSIII,95000,110000
Volkswagen,Volkswagen Polo Petrol Comfortline 1.2L,400000,100000
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,229999,300000
Mahindra,Mahindra KUV 100 mFALCON D75 K6,430000,20000
Renault,Renault Fluence 1.5,300000,90000
Fiat,Fiat Linea Dynamic,350000,70000
Renault,Renault Duster 110PS Diesel RxZ,450000,120000
Renault,Renault KWID RXT,200000,53000
Maruti,Maruti Alto 800 LXI,250000,30000
Maruti,Maruti Swift Dzire 1.2 Vxi BSIV,368000,90000
Maruti,Maruti Swift Dzire 1.2 Vxi BSIV,368000,90000
Toyota,Toyota Innova 2.5 GX (Diesel) 7 Seater,650000,244000
Mahindra,Mahindra Jeep CL 500 MDI,150000,120000
Maruti,Maruti Wagon R LXI DUO BS IV,180000,60000
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Option,525000,15000
Ford,Ford Endeavour 4x4 XLT,350000,150000
Mahindra,Mahindra TUV 300 Plus P4,850000,30000
Volkswagen,Volkswagen Jetta 2.0 TDI Comfortline,350000,312000
Maruti,Maruti Esteem Lxi - BSIII,75000,54000
Maruti,Maruti Swift 1.3 VXi,160000,67000
Maruti,Maruti Swift LDI Optional,500000,40000
Hyundai,Hyundai Santro Xing GLS,130000,100000
Tata,Tata Zest Quadrajet 1.3 75PS XE,350000,100000
Maruti,Maruti Wagon R LXI,70000,80000
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,750000,145000
Honda,Honda Amaze VX i-DTEC,450000,53000
Maruti,Maruti Swift Dzire LDI,430000,73000
Maruti,Maruti SX4 VDI,260000,90000
Maruti,Maruti Swift VDI,370000,80000
Chevrolet,Chevrolet Aveo 1.4 CNG,229999,100000
Ford,Ford Figo Diesel EXI,140000,90000
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,700000,200000
Hyundai,Hyundai Elite i20 Magna Plus BSIV,545000,7300
Datsun,Datsun RediGO T Option,200000,30000
Tata,Tata Safari Storme VX,500000,120000
Maruti,Maruti Alto LXi,70000,90000
Mahindra,Mahindra Thar 4X4,580000,25000
Maruti,Maruti Eeco 5 STR With AC Plus HTR CNG,160000,70000
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,450000,6000
Maruti,Maruti Alto LXi,160000,36000
Maruti,Maruti Ertiga SHVS ZDI Plus,760000,49000
Hyundai,Hyundai EON Magna Optional,300000,22000
Maruti,Maruti Omni 5 Str STD LPG,50000,35000
Mahindra,Mahindra Bolero 2011-2019 SLX,800000,24000
Maruti,Maruti Swift Dzire VDI,680000,20000
Maruti,Maruti 800 DUO AC LPG,85000,50000
Toyota,Toyota Innova Crysta 2.4 G MT BSIV,1300000,70000
Maruti,Maruti Swift VXI BSIV,500000,60000
Audi,Audi Q5 2.0 TDI,3500000,35000
Hyundai,Hyundai Accent GLX,145000,60000
Mahindra,Mahindra Quanto C6,300000,60000
Maruti,Maruti Swift VDI Optional,600000,60000
Maruti,Maruti Swift Dzire VXI,400000,70000
Hyundai,Hyundai Santro Xing XK eRLX EuroIII,130000,135000
Maruti,Maruti 800 AC BSII,45000,72539
Maruti,Maruti Baleno Zeta 1.2,641000,25000
Maruti,Maruti Swift Dzire VDI,650000,50000
Ford,Ford Freestyle Titanium Diesel,784000,101
Ford,Ford Figo Titanium,635000,101
Ford,Ford Ecosport 1.5 Diesel Titanium,1000000,101
Ford,Ford Figo 1.5D Titanium Opt MT,495000,52328
Hyundai,Hyundai Santro Xing GLS,324000,30000
Ford,Ford Endeavour 3.2 Titanium AT 4X4,2100000,91505
Maruti,Maruti Alto 800 LXI,200000,35000
Maruti,Maruti Swift Dzire VDI,320000,60000
Hyundai,Hyundai EON Magna Optional,300000,20500
Tata,Tata Indica Vista Quadrajet LX,180000,200000
Toyota,Toyota Innova 2.5 V Diesel 8-seater,500000,154000
Toyota,Toyota Etios VX,305000,120000
Maruti,Maruti 800 AC,125000,50000
Maruti,Maruti Swift Dzire ZDI,800000,135000
Mahindra,Mahindra Scorpio SLE BSIV,420000,100000
Maruti,Maruti Vitara Brezza ZDi Plus,875000,40000
Maruti,Maruti Swift Dzire ZDI,580000,70000
Maruti,Maruti Swift Ldi BSIV,350000,133000
Hyundai,Hyundai Accent GLS,120000,110000
Tata,Tata Indica Vista TDI LS,150000,180000
Renault,Renault Duster 110PS Diesel RxZ,650000,120000
Maruti,Maruti Alto K10 2010-2014 VXI,225000,80000
Honda,Honda Amaze S AT i-Vtech,400000,15000
Hyundai,Hyundai Getz GLS,250000,70000
Hyundai,Hyundai Santro Xing GL Plus,120000,41723
Maruti,Maruti SX4 Vxi BSIV,250000,70000
Maruti,Maruti Alto K10 LXI,175000,20000
Renault,Renault Duster 85PS Diesel RxL,450000,1000
Maruti,Maruti Ignis 1.3 Delta,590000,26350
Tata,Tata Indigo CS LX (TDI) BS-III,225000,68745
Mahindra,Mahindra XUV500 W6 2WD,900000,47000
Maruti,Maruti Alto K10 VXI AGS,375000,27289
Hyundai,Hyundai EON Era Plus,320000,24662
Maruti,Maruti Swift Dzire VDI,525000,37000
Nissan,Nissan Evalia XV,650000,28245
Hyundai,Hyundai Grand i10 1.2 CRDi Sportz Option,575000,27005
Hyundai,Hyundai i10 Magna,355000,39227
Mahindra,Mahindra KUV 100 D75 K4 Plus 5Str,470000,31367
Maruti,Maruti Wagon R LXI,221000,35008
Hyundai,Hyundai Santro Xing GLS,195000,27005
Hyundai,Hyundai Santro Xing XG,90000,100005
Hyundai,Hyundai Verna SX Diesel,580000,45264
Maruti,Maruti Eeco 7 Seater Standard BSIV,325000,39093
Honda,Honda City Corporate Edition,495000,45241
Hyundai,Hyundai EON Era,290000,12000
Datsun,Datsun RediGO 1.0 T Option,375000,2769
Tata,Tata Indica Vista TDI LS,211000,43128
Hyundai,Hyundai i20 Asta,270000,110000
Maruti,Maruti Alto LXI,70000,50000
Hyundai,Hyundai i10 Magna 1.2,225000,60000
Mahindra,Mahindra Scorpio LX,420000,70000
Chevrolet,Chevrolet Sail Hatchback 1.2 LS,280000,22255
Hyundai,Hyundai i20 Sportz 1.2,400000,59213
Mahindra,Mahindra XUV500 W6 2WD,850000,55000
Ford,Ford Fiesta Titanium 1.5 TDCi,550000,80000
Ford,Ford Fiesta Titanium 1.5 TDCi,550000,80000
Renault,Renault Captur 1.5 Diesel RXT Mono,1000000,40000
Mahindra,Mahindra Xylo D2 Maxx,350000,170000
Tata,Tata New Safari DICOR 2.2 EX 4x2,350000,170000
Honda,Honda Civic 1.8 S MT,170000,70000
Ford,Ford Aspire Titanium BSIV,828999,1010
Ford,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,1119000,1010
Ford,Ford Figo Titanium,746000,1111
Ford,Ford Ecosport 1.5 Petrol Trend,1030000,1010
Ford,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,1334000,1010
Ford,Ford Freestyle Titanium,811999,1010
Ford,Ford Ecosport Thunder Edition Diesel,1331000,1010
Ford,Ford Freestyle Titanium Plus,852000,1010
Tata,Tata Indica DLE,45000,120000
Renault,Renault Duster 85PS Diesel RxL Optional,430000,70000
Tata,Tata Indigo LX,140000,60000
Mahindra,Mahindra Scorpio S2 9 Seater,830000,70000
Mahindra,Mahindra Scorpio VLS 2.2 mHawk,409999,110000
Maruti,Maruti Swift VDI,190000,80000
Honda,Honda Accord VTi-L (MT),200000,80000
Hyundai,Hyundai Accent GLX,120000,110000
Mahindra,Mahindra Bolero Power Plus Plus AC BSIV PS,850000,50000
Tata,Tata Indigo CS LE (TDI) BS-III,95000,115000
Maruti,Maruti Wagon R LXI BS IV,213000,80000
Volkswagen,Volkswagen Ameo 1.5 TDI Highline Plus 16,660000,25000
Nissan,Nissan Micra XL,415000,48965
Ford,Ford Ecosport 1.5 Petrol Titanium Plus,1100000,5166
Mahindra,Mahindra XUV500 W8 4WD,650000,76290
Mahindra,Mahindra XUV500 AT W10 AWD,969999,70000
Mahindra,Mahindra XUV500 W10 2WD,1250000,35000
Maruti,Maruti Swift Dzire AMT VDI,715000,25000
Maruti,Maruti Swift Dzire AMT VDI,715000,25000
Maruti,Maruti Swift VDI,565000,47000
Mahindra,Mahindra Thar 4X4,615000,45766
Tata,Tata New Safari 4X4,199000,78771
Maruti,Maruti Swift Vdi BSIII,325000,79357
Ford,Ford Figo Diesel EXI,409999,28000
Hyundai,Hyundai Verna SX CRDi AT,500000,72000
Ford,Ford Figo Diesel LXI,225000,76736
Maruti,Maruti Alto LX BSIII,135000,70000
Renault,Renault Koleos 2.0 Diesel,750000,80000
Maruti,Maruti Wagon R LXI DUO BSIII,155000,60000
Volkswagen,Volkswagen Polo Diesel Highline 1.2L,335000,77000
Ford,Ford Ikon 1.8 D,114999,92645
Mercedes-Benz,Mercedes-Benz New C-Class 200 CDI Classic,699000,101849
Mahindra,Mahindra Bolero DI,110000,120000
Hyundai,Hyundai i20 Asta 1.2,300000,80000
Mahindra,Mahindra Scorpio S4 4WD,700000,70000
Maruti,Maruti Ertiga SHVS LDI Option,700000,120000
Maruti,Maruti Alto 800 LXI,210000,42000
Maruti,Maruti Ertiga VDI,600000,120000
Tata,Tata Manza Aura (ABS) Quadrajet BS IV,180000,155836
Maruti,Maruti Wagon R VXi BSII,220000,59000
Chevrolet,Chevrolet Spark 1.0 LT,70000,60000
Hyundai,Hyundai Creta 1.4 CRDi Base,950000,70000
Ford,Ford Fiesta 1.5 TDCi Ambiente,800000,20000
Mahindra,Mahindra XUV500 W8 4WD,700000,120000
Renault,Renault KWID 1.0,265000,40000
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,175000,90000
Mahindra,Mahindra Quanto C6,260000,89000
Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,950000,80000
Maruti,Maruti Swift Vdi BSIII,250000,200000
Mahindra,Mahindra Scorpio S10 7 Seater,630000,50000
Tata,Tata Nano LX SE,35000,35000
Renault,Renault Duster 85PS Diesel RxL,450000,1000
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,3800000,10000
Audi,Audi A4 3.0 TDI Quattro,1580000,86000
BMW,BMW X5 xDrive 30d xLine,4950000,30000
Hyundai,Hyundai Creta 1.6 CRDi SX,535000,52600
Maruti,Maruti SX4 Vxi BSIV,225000,110000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890
Maruti,Maruti Swift ZXI BSIV,670000,7104
Maruti,Maruti Ertiga VXI,625000,11918
Hyundai,Hyundai Grand i10 Magna AT,520000,10510
Chevrolet,Chevrolet Beat LT Option,239000,41000
Toyota,Toyota Fortuner 4x2 AT,2600000,47162
Maruti,Maruti S-Cross Zeta DDiS 200 SH,750000,45974
Hyundai,Hyundai i10 Magna,229999,49824
Audi,Audi A6 2.0 TDI Premium Plus,1300000,58500
Hyundai,Hyundai Santro GS,80000,56580
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000
Hyundai,Hyundai Verna 1.6 VTVT SX,760000,55340
Maruti,Maruti Swift Dzire VDI,600000,46507
Chevrolet,Chevrolet Enjoy TCDi LS 8 Seater,330000,200000
Maruti,Maruti Alto LXi,150000,120000
Tata,Tata Indigo LS,105000,90000
Tata,Tata Indica Vista TDI LX,185000,65000
Fiat,Fiat Grande Punto EVO 1.3 Active,260000,50000
Maruti,Maruti Swift Dzire VDi,450000,33000
Maruti,Maruti Swift VXI Deca,500000,38000
Maruti,Maruti Alto K10 2010-2014 VXI,260000,40000
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,265000,55000
Mahindra,Mahindra Thar CRDe,800000,26000
Tata,Tata Safari Storme VX Varicor 400,869999,80000
Maruti,Maruti Baleno Alpha 1.2,690000,40000
Mitsubishi,Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,825000,120000
Maruti,Maruti Alto LX BSIII,160000,63230
Mahindra,Mahindra Scorpio 2.6 SLX CRDe,300000,120000
Maruti,Maruti Wagon R VXI,100000,100000
Hyundai,Hyundai i20 Asta 1.4 CRDi,530000,77000
Maruti,Maruti Swift VXI Optional,360000,30000
Maruti,Maruti Swift 1.2 DLX,220000,40000
Maruti,Maruti Alto 800 LXI,178000,35000
Mahindra,Mahindra Thar DI 4X2,515000,5000
Maruti,Maruti Ritz VXi,300000,35000
Tata,Tata Indigo LS,105000,90000
Tata,Tata Indica Vista TDI LX,185000,65000
Tata,Tata Indica Vista Quadrajet LS,150000,80000
Fiat,Fiat Grande Punto EVO 1.3 Active,260000,50000
Maruti,Maruti Swift Dzire VDi,450000,33000
Maruti,Maruti Swift VXI Deca,500000,38000
Maruti,Maruti Alto K10 2010-2014 VXI,260000,40000
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,265000,55000
Tata,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,750000,15000
Mahindra,Mahindra Thar CRDe,800000,26000
Tata,Tata Safari Storme VX Varicor 400,869999,80000
Toyota,Toyota Innova 2.5 G1 BSIV,950000,80000
Maruti,Maruti Baleno Alpha 1.2,690000,40000
Mitsubishi,Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,825000,120000
Maruti,Maruti 800 Std,170000,70000
Maruti,Maruti Alto LX BSIII,160000,63230
Mahindra,Mahindra Scorpio 2.6 SLX CRDe,300000,120000
Datsun,Datsun GO Plus A,315000,45000
Maruti,Maruti 800 Std BSII,90000,40000
Maruti,Maruti Wagon R VXI,100000,100000
Tata,Tata Indica GLS BS IV,65000,110000
Hyundai,Hyundai Verna 1.6 CRDI,312000,90000
Maruti,Maruti Vitara Brezza LDi,700000,25000
Hyundai,Hyundai Santro Xing XL eRLX Euro III,150000,47000
Renault,Renault Fluence 1.5,450000,60000
Hyundai,Hyundai Verna Transform CRDi VGT ABS,229999,120000
Maruti,Maruti Swift Ldi BSIII,111000,120000
Maruti,Maruti Swift Dzire VDi,250000,140000
Ford,Ford Freestyle Titanium Plus Diesel,750000,1001
Ford,Ford Figo 1.5P Titanium AT,774000,1758
Ford,Ford Figo 1.5P Titanium AT,711000,1452
Ford,Ford Figo 1.5D Titanium MT,600000,35122
Maruti,Maruti Swift Dzire VDI,455000,92621
Datsun,Datsun GO T Petrol,225000,92198
Maruti,Maruti Swift Dzire VDI,650000,5000
Chevrolet,Chevrolet Beat LT,200000,50000
Hyundai,Hyundai Creta 1.6 CRDi AT SX Plus,875000,74000
Skoda,Skoda Rapid 1.5 TDI AT Ambition BSIV,750000,40000
Maruti,Maruti Swift Dzire AMT VDI,725000,22000
Maruti,Maruti Alto LXi,100000,100000
Tata,Tata Hexa XT,1100000,40000
Ford,Ford Endeavour 3.2 Titanium AT 4X4,2700000,30000
Renault,Renault KWID RXT Optional,280000,23000
Tata,Tata Indica Vista Aqua TDI BSIII,150000,30000
Tata,Tata Manza Aura Safire,200000,50000
Maruti,Maruti Ritz VDi,148000,100000
Maruti,Maruti Swift Dzire VXi,254999,70000
Maruti,Maruti Swift Dzire ZXI,360000,60000
Maruti,Maruti Alto LX,95000,90000
Mahindra,Mahindra Bolero SLE BSIII,185000,230000
Tata,Tata Indica Vista Quadrajet VX,185000,40000
Renault,Renault KWID RXL,300000,15000
Hyundai,Hyundai Verna VTVT 1.6 SX,800000,40000
Maruti,Maruti Zen LX,60000,50000
Fiat,Fiat Punto 1.2 Active,80000,50000
Hyundai,Hyundai Xcent 1.2 VTVT S,500000,8000
Hyundai,Hyundai EON Era Plus,250000,35000
Tata,Tata New Safari DICOR 2.2 EX 4x2,250000,80000
Maruti,Maruti Wagon R LXI BSIII,125000,50000
Maruti,Maruti Alto LXi BSII,100000,80000
Mahindra,Mahindra Scorpio M2DI,480000,90000
Mahindra,Mahindra KUV 100 G80 K2,320000,30000
Maruti,Maruti A-Star Vxi,130000,70000
Tata,Tata Indica DLS,57000,80000
Hyundai,Hyundai Santro GLS I - Euro I,75000,60000
Maruti,Maruti 800 DX,60000,35000
Maruti,Maruti Alto LXi BSIII,125000,70000
Honda,Honda City 1.5 EXI S,105000,100000
Maruti,Maruti Wagon R LXI DUO BSIII,125000,152000
Maruti,Maruti Zen LXI,69000,70000
Tata,Tata Indigo LX,130000,90000
Maruti,Maruti Baleno Zeta 1.2,630000,40000
Honda,Honda Amaze E i-VTEC,330000,50000
Maruti,Maruti Wagon R VXI BS IV,340000,15000
Hyundai,Hyundai Santro Xing XG eRLX Euro III,60000,120000
Tata,Tata Safari Storme EX,550000,78322
Maruti,Maruti Ertiga VDI,480000,110000
Hyundai,Hyundai Verna 1.6 SX CRDi (O),315000,80000
Ford,Ford Fiesta Titanium 1.5 TDCi,165000,120000
Chevrolet,Chevrolet Beat LS,170000,125000
Maruti,Maruti Baleno Delta 1.2,550000,8000
Volkswagen,Volkswagen Ameo 1.2 MPI Trendline,465000,13000
Tata,Tata Indica Vista Quadrajet LX,120000,80000
Hyundai,Hyundai Verna 1.6 Xi ABS,220000,54309
Ford,Ford Figo Diesel LXI,180000,70000
Chevrolet,Chevrolet Aveo 1.6 LT,150000,34600
Tata,Tata Zest Revotron 1.2T XMS,520000,25000
Tata,Tata Safari Storme EX,430000,80000
Mahindra,Mahindra Bolero DI DX 8 Seater,300000,55000
Hyundai,Hyundai Venue SX Opt Diesel,1000000,5000
Honda,Honda WR-V i-DTEC VX,725000,30000
Hyundai,Hyundai Verna 1.4 EX,500000,31000
Maruti,Maruti Wagon R LXI BS IV,250000,50000
Maruti,Maruti Swift Dzire VDI,700000,38217
Ford,Ford Figo Petrol ZXI,185000,50000
Maruti,Maruti Ritz VDi,200000,120000
Mahindra,Mahindra Bolero DI,315000,110000
Tata,Tata Hexa XT,1100000,40000
Hyundai,Hyundai Santro LP zipPlus,52000,50000
Hyundai,Hyundai i20 Active 1.2 S,600000,10000
Tata,Tata Harrier XZ BSIV,1700000,10000
Nissan,Nissan Terrano XL Plus 85 PS,451000,100000
Mahindra,Mahindra KUV 100 mFALCON G80 K8 5str,370000,60000
Ford,Ford Endeavour 3.2 Titanium AT 4X4,2700000,30000
Renault,Renault KWID RXT Optional,280000,23000
Maruti,Maruti Wagon R VXI BS IV,350000,30000
Hyundai,Hyundai i10 Sportz,250000,50000
Maruti,Maruti Alto 800 LXI,204999,25000
Maruti,Maruti Ignis 1.2 Delta BSIV,500000,15000
Tata,Tata Indica Vista Aqua TDI BSIII,150000,30000
Chevrolet,Chevrolet Spark 1.0 LS,175000,45000
Chevrolet,Chevrolet Spark 1.0 LS,170000,44800
Tata,Tata Manza Aura Safire,200000,50000
Hyundai,Hyundai Creta 1.4 E Plus,800000,52000
Tata,Tata Hexa XTA,1200000,50000
Toyota,Toyota Corolla Altis 1.8 J,400000,35000
Maruti,Maruti Ritz VDi,148000,100000
Tata,Tata Manza Club Class Quadrajet90 LS,200000,100000
Maruti,Maruti Swift Dzire VDI,284000,40000
Maruti,Maruti Wagon R VXI Minor,80000,60000
Chevrolet,Chevrolet Beat PS,170000,77000
Hyundai,Hyundai Accent Executive,150000,60000
Tata,Tata Manza Aura (ABS) Safire BS IV,110000,77073
Ford,Ford Figo Aspire 1.5 TDCi Titanium,400000,70000
Hyundai,Hyundai i10 Magna LPG,275000,90000
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,800000,186000
Mahindra,Mahindra Scorpio M2DI,550000,90000
Maruti,Maruti Alto LX BSIII,125000,100000
Chevrolet,Chevrolet Beat LT,135000,80000
Mahindra,Mahindra Scorpio LX BSIV,349000,150000
Maruti,Maruti Swift VDI BSIV,458000,80000
Maruti,Maruti Alto K10 VXI,300000,35000
Maruti,Maruti Alto LXi,95000,70000
Maruti,Maruti S-Cross Zeta DDiS 200 SH,850000,50000
Ford,Ford Freestyle Titanium Diesel,750000,25000
Ford,Ford Figo Diesel Celebration Edition,190000,120000
Maruti,Maruti Wagon R LXI Minor,150000,70000
Hyundai,Hyundai Accent GLE,114999,106000
Toyota,Toyota Innova 2.0 VX 7 Seater,320000,120000
Maruti,Maruti Alto 800 CNG LXI Optional,300000,120000
Maruti,Maruti Ritz LXi,275000,160000
Chevrolet,Chevrolet Aveo 1.6 LT with ABS,140000,120000
Tata,Tata Altroz XZ,830000,10000
Volkswagen,Volkswagen Polo SR Petrol 1.2L,380000,50000
Hyundai,Hyundai i10 Magna 1.2,150000,90000
Chevrolet,Chevrolet Spark 1.0 LS,50000,70000
Mahindra,Mahindra Bolero SLX,155000,100000
Mahindra,Mahindra Bolero SLX,155000,100000
Skoda,Skoda Superb 1.8 TFSI MT,300000,80000
Maruti,Maruti Alto 800 LXI,300000,16584
Tata,Tata Tiago 2019-2020 XE Diesel,385000,38000
Maruti,Maruti Wagon R LXI,221000,51000
Tata,Tata Tiago 1.05 Revotorq XE,381000,38000
Maruti,Maruti Alto 800 LXI,250999,35000
Hyundai,Hyundai Santro LS zipPlus,60000,120000
Tata,Tata Tiago 1.05 Revotorq XE,380000,38000
Skoda,Skoda Laura L n K 1.9 PD,180000,144000
Maruti,Maruti Ciaz ZDi Plus,751000,64000
Mahindra,Mahindra XUV500 AT W10 FWD,1250000,60000
Hyundai,Hyundai EON 1.0 Era Plus,229999,65000
Tata,Tata Safari Storme EX,1250000,24000
Mahindra,Mahindra Scorpio VLX 2WD BSIV,782000,58000
Mahindra,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,780000,58000
Maruti,Maruti Alto 800 LXI,245000,68000
Hyundai,Hyundai i20 1.4 CRDi Sportz,321000,81257
Hyundai,Hyundai Grand i10 1.2 CRDi Sportz Option,509999,44000
Tata,Tata Nano CX SE,110000,45000
Volkswagen,Volkswagen Polo Diesel Highline 1.2L,400000,75000
Maruti,Maruti Swift VXI,370000,90000
Hyundai,Hyundai Verna CRDi ABS,175000,80000
Mercedes-Benz,Mercedes-Benz E-Class 230,1000000,35000
